scenario_id,task_id,time_range,moving_object,sweep_region,checked_against,collision_risk,status,notes
pick_failure_test,TASK-7B1-061,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-061,segment_duration_s=1.15,gripper_tcp_and_tube_proxy,"x[0.0,330.0] y[20.0,60.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-061,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[330.0,330.0] y[60.0,60.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-061,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[330.0,330.0] y[60.0,60.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-061,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[330.0,330.0] y[60.0,60.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-062,segment_duration_s=0.352,gripper_tcp_and_tube_proxy,"x[-35.0,0.0] y[0.0,40.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-062,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-35.0,-35.0] y[40.0,40.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-062,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-35.0,-35.0] y[40.0,40.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-062,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-35.0,-35.0] y[40.0,40.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-062,segment_duration_s=0.315,gripper_tcp_and_tube_proxy,"x[-35.0,0.0] y[20.0,40.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-062,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-062,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-062,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-062,segment_duration_s=0.969,gripper_tcp_and_tube_proxy,"x[0.0,230.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-062,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[230.0,230.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-062,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[230.0,230.0] y[-120.0,-120.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-062,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[230.0,230.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-063,segment_duration_s=0.318,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[0.0,40.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-063,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[40.0,40.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-063,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[40.0,40.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-063,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[40.0,40.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-063,segment_duration_s=0.264,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[20.0,40.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-063,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-063,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-063,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-063,segment_duration_s=1.357,gripper_tcp_and_tube_proxy,"x[0.0,380.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-063,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[380.0,380.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-063,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[380.0,380.0] y[-120.0,-120.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-063,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[380.0,380.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-064,segment_duration_s=0.362,gripper_tcp_and_tube_proxy,"x[0.0,40.0] y[0.0,40.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-064,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[40.0,40.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-064,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[40.0,40.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-064,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[40.0,40.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-064,segment_duration_s=0.328,gripper_tcp_and_tube_proxy,"x[0.0,40.0] y[20.0,40.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-064,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-064,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-064,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-064,segment_duration_s=0.867,gripper_tcp_and_tube_proxy,"x[0.0,230.0] y[20.0,60.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-064,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[230.0,230.0] y[60.0,60.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-064,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[230.0,230.0] y[60.0,60.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-064,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[230.0,230.0] y[60.0,60.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-065,segment_duration_s=0.418,gripper_tcp_and_tube_proxy,"x[0.0,65.0] y[0.0,40.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-065,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[65.0,65.0] y[40.0,40.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-065,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[65.0,65.0] y[40.0,40.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-065,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[65.0,65.0] y[40.0,40.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-065,segment_duration_s=0.394,gripper_tcp_and_tube_proxy,"x[0.0,65.0] y[20.0,40.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-065,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-065,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-065,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-065,segment_duration_s=1.221,gripper_tcp_and_tube_proxy,"x[0.0,355.0] y[20.0,60.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-065,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[60.0,60.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-065,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[60.0,60.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-065,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[60.0,60.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-066,segment_duration_s=0.453,gripper_tcp_and_tube_proxy,"x[-60.0,0.0] y[0.0,65.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-066,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[65.0,65.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-066,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[65.0,65.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-066,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[65.0,65.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-066,segment_duration_s=0.414,gripper_tcp_and_tube_proxy,"x[-60.0,0.0] y[20.0,65.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-066,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-066,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-066,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-066,segment_duration_s=1.031,gripper_tcp_and_tube_proxy,"x[0.0,255.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-066,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[255.0,255.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-066,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[255.0,255.0] y[-120.0,-120.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
pick_failure_test,TASK-7B1-066,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[255.0,255.0] y[-120.0,-120.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
pick_failure_test,TASK-7B1-067,segment_duration_s=0.388,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[0.0,65.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
pick_failure_test,TASK-7B1-067,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[65.0,65.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
